(60 ,400)
(60 ,399)
(60 ,398)
(60 ,397)
(60 ,396)
(60 ,395)
(60 ,394)
(60 ,393)
(60 ,392)
(60 ,391)
(60 ,390)
(60 ,389)
(60 ,388)
(60 ,387)
(60 ,386)
(60 ,385)
(60 ,384)
(60 ,383)
(60 ,382)
(60 ,381)
(60 ,380)
(60 ,379)
(60 ,378)
(60 ,377)
(60 ,376)
(60 ,375)
(60 ,374)
(60 ,373)
(60 ,372)
(60 ,371)
(60 ,370)
(60 ,369)
(60 ,368)
(60 ,367)
(60 ,366)
(60 ,365)
(60 ,364)
(60 ,363)
(60 ,362)
(60 ,361)
(60 ,360)
(60 ,359)
(60 ,358)
(60 ,357)
(60 ,356)
(60 ,355)
(60 ,354)
(60 ,353)
(60 ,352)
(60 ,351)
(60 ,350)
(60 ,349)
(60 ,348)
(60 ,347)
(60 ,346)
(60 ,345)
(60 ,344)
(60 ,343)
(60 ,342)
(60 ,341)
(60 ,340)
(60 ,339)
(60 ,338)
(60 ,337)
(60 ,336)
(60 ,335)
(60 ,334)
(60 ,333)
(60 ,332)
(60 ,331)
(60 ,330)
(60 ,329)
(60 ,328)
(60 ,327)
(60 ,326)
(60 ,325)
(60 ,324)
(61 ,323)
(62 ,322)
(63 ,321)
(64 ,320)
(65 ,319)
(66 ,318)
(67 ,317)
(68 ,316)
(68 ,315)
(68 ,314)
(68 ,313)
(68 ,312)
(68 ,311)
(68 ,310)
(68 ,309)
(68 ,308)
(68 ,307)
(68 ,306)
(68 ,305)
(68 ,304)
(68 ,303)
(68 ,302)
(68 ,301)
(67 ,300)
(66 ,299)
(65 ,298)
(64 ,297)
(63 ,296)
(62 ,295)
(61 ,294)
(60 ,293)
(60 ,292)
(60 ,291)
(60 ,290)
(60 ,289)
(60 ,288)
(60 ,287)
(60 ,286)
(60 ,285)
(60 ,284)
(60 ,283)
(60 ,282)
(60 ,281)
(60 ,280)
(60 ,279)
(60 ,278)
(60 ,277)
(60 ,276)
(60 ,275)
(60 ,274)
(60 ,273)
(60 ,272)
(60 ,271)
(60 ,270)
(60 ,269)
(60 ,268)
(60 ,267)
(60 ,266)
(60 ,265)
(60 ,264)
(60 ,263)
(60 ,262)
(60 ,261)
(60 ,260)
(60 ,259)
(60 ,258)
(60 ,257)
(60 ,256)
(60 ,255)
(60 ,254)
(60 ,253)
(60 ,252)
(60 ,251)
(60 ,250)
(60 ,249)
(60 ,248)
(60 ,247)
(60 ,246)
(60 ,245)
(60 ,244)
(60 ,243)
(60 ,242)
(60 ,241)
(60 ,240)
(60 ,239)
(60 ,238)
(60 ,237)
(60 ,236)
(60 ,235)
(60 ,234)
(60 ,233)
(60 ,232)
(60 ,231)
(60 ,230)
(60 ,229)
(60 ,228)
(60 ,227)
(60 ,226)
(60 ,225)
(60 ,224)
(60 ,223)
(60 ,222)
(60 ,221)
(60 ,220)
(60 ,219)
(60 ,218)
(60 ,217)
(60 ,216)
(60 ,215)
(60 ,214)
(60 ,213)
(60 ,212)
(60 ,211)
(60 ,210)
(60 ,209)
(60 ,208)
(60 ,207)
(60 ,206)
(60 ,205)
(60 ,204)
(60 ,203)
(60 ,202)
(60 ,201)
(60 ,200)
(60 ,199)
(60 ,198)
(60 ,197)
(60 ,196)
(60 ,195)
(60 ,194)
(60 ,193)
(60 ,192)
(60 ,191)
(60 ,190)
(60 ,189)
(60 ,188)
(60 ,187)
(60 ,186)
(60 ,185)
(60 ,184)
(60 ,183)
(60 ,182)
(60 ,181)
(60 ,180)
(60 ,179)
(60 ,178)
(60 ,177)
(60 ,176)
(60 ,175)
(60 ,174)
(60 ,173)
(60 ,172)
(60 ,171)
(60 ,170)
(60 ,169)
(60 ,168)
(60 ,167)
(60 ,166)
(60 ,165)
(60 ,164)
(60 ,163)
(60 ,162)
(60 ,161)
(60 ,160)
(60 ,159)
(60 ,158)
(60 ,157)
(60 ,156)
(60 ,155)
(60 ,154)
(60 ,153)
(60 ,152)
(60 ,151)
(60 ,150)
(60 ,149)
(60 ,148)
(60 ,147)
(60 ,146)
(60 ,145)
(60 ,144)
(60 ,143)
(60 ,142)
(60 ,141)
(60 ,140)
(60 ,139)
(60 ,138)
(60 ,137)
(60 ,136)
(60 ,135)
(60 ,134)
(60 ,133)
(60 ,132)
(60 ,131)
(60 ,130)
(60 ,129)
(60 ,128)
(60 ,127)
(60 ,126)
(60 ,125)
(60 ,124)
(60 ,123)
(60 ,122)
(60 ,121)
(60 ,120)
(60 ,119)
(60 ,118)
(60 ,117)
(60 ,116)
(60 ,115)
(60 ,114)
(60 ,113)
(60 ,112)
(60 ,111)
(60 ,110)
(60 ,109)
(60 ,108)
(60 ,107)
(60 ,106)
(60 ,105)
(60 ,104)
(60 ,103)
(60 ,102)
(60 ,101)
(60 ,100)
(60 ,99)
(60 ,98)
(60 ,97)
(60 ,96)
(60 ,95)
(60 ,94)
(60 ,93)
(60 ,92)
(60 ,91)
(60 ,90)
(60 ,89)
(60 ,88)
(60 ,87)
(60 ,86)
(60 ,85)
(60 ,84)
(60 ,83)
(60 ,82)
(60 ,81)
(60 ,80)
(60 ,79)
(60 ,78)
(60 ,77)
(60 ,76)
(60 ,75)
(60 ,74)
(60 ,73)
(60 ,72)
(60 ,71)
(60 ,70)
(60 ,69)
(60 ,68)
(60 ,67)
(60 ,66)
(60 ,65)
(60 ,64)
(60 ,63)
(60 ,62)
(60 ,61)
(60 ,60)
(59 ,59)
(58 ,58)
(57 ,57)
(56 ,56)
(55 ,55)
(54 ,54)
(53 ,53)
(52 ,52)
(51 ,51)
(50 ,50)
(49 ,49)
(48 ,48)
(47 ,47)
(46 ,46)
(45 ,45)
(44 ,44)
(43 ,43)
(42 ,42)
(41 ,41)
(40 ,40)
(39 ,39)
(38 ,38)
(37 ,37)
(36 ,36)
(35 ,35)
(34 ,34)
(33 ,33)
(32 ,32)
(31 ,31)
(30 ,30)
(29 ,29)
(28 ,28)
(27 ,27)
(26 ,26)
(25 ,25)
(24 ,24)
(23 ,23)
(22 ,22)
(21 ,21)
(20 ,20)
(19 ,19)
(18 ,18)
(17 ,17)
(16 ,16)
(15 ,15)
(14 ,14)
(13 ,13)
(12 ,12)
(11 ,11)
(10 ,10)
(9 ,9)
(8 ,8)
(7 ,7)
